IDENTIDADE;ALVO;STATUS;UF;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA
MC14594;1;admpl;SP;secundario;solt;1201;func_publico
MC14595;1;admpl;SP;secundario;solt;5393;empregado
MC14596;1;admpl;SP;primario;solt;3216;outros
MC14597;1;admpl;SP;secundario;casado;1472;empregado
MC14598;1;admpl;SP;superior;viuvo;1344;outros
MC14599;1;admpl;SP;posgrad;casado;3082;outros
MC14600;1;admpl;SP;secundario;solt;8040;outros
MC14601;1;admpl;SP;superior;viuvo;1364;func_publico
MC14602;1;admpl;SP;secundario;casado;2169;empregado
MC14603;1;admpl;SP;secundario;casado;1224;empregado
MC14604;0;inad;SP;secundario;divorciado;812;outros
MC14605;1;admpl;SP;posgrad;solt;560;empregado
MC14606;1;admpl;SP;posgrad;casado;1005;empregado
MC14607;1;admpl;SP;superior;solt;637;empregado
MC14608;1;admpl;SP;superior;casado;804;empregado
MC14609;1;admpl;SP;primario;solt;20100;outros
MC14610;1;admpl;SP;secundario;casado;1612;func_publico
MC14611;0;inad;SP;primario;divorciado;643;empregado
MC14612;1;admpl;SP;superior;solt;1206;outros
MC14613;1;admpl;SP;superior;solt;2732;func_publico
MC14614;1;admpl;SP;primario;solt;1474;empregado
MC14615;1;admpl;SP;superior;casado;1541;empregado
MC14616;1;admpl;SP;posgrad;solt;1474;empregado
MC14617;1;admpl;SP;superior;solt;4288;func_publico
MC14618;1;admpl;SP;superior;solt;536;autonomo
MC14619;1;admpl;SP;posgrad;solt;1005;outros
MC14620;1;admpl;SP;superior;solt;1041;empregado
MC14621;1;admpl;SP;superior;casado;1319;empregado
MC14622;1;admpl;SP;secundario;casado;2914;empregado
MC14623;1;admpl;SP;secundario;solt;3052;empregado
MC14624;1;admpl;SP;primario;solt;536;empregado
MC14625;1;admpl;SP;secundario;solt;2144;empregado
MC14626;1;admpl;SP;posgrad;solt;1340;empregado
MC14627;1;admpl;SP;posgrad;solt;3222;empregado
MC14628;1;admpl;SP;primario;solt;682;empregado
MC14629;1;admpl;SP;superior;solt;2981;outros
MC14630;1;admpl;SP;posgrad;casado;2168;empregado
MC14631;1;admpl;SP;primario;solt;1176;empregado
MC14632;1;admpl;SP;posgrad;solt;1744;func_publico
MC14633;1;admpl;SP;secundario;solt;1340;outros
MC14634;1;admpl;SP;primario;solt;812;empregado
MC14635;1;admpl;SP;primario;solt;549;func_publico
MC14636;1;admpl;SP;secundario;solt;4690;empregado
MC14637;0;inad;SP;posgrad;casado;7691;func_publico
MC14638;1;admpl;SP;primario;solt;931;empregado
MC14639;1;admpl;SP;secundario;solt;2680;outros
MC14640;1;admpl;SP;superior;casado;81;empregado
MC14641;0;inad;SP;primario;casado;464;func_publico
MC14642;1;admpl;SP;superior;solt;1474;vivederenda
MC14643;1;admpl;SP;superior;solt;2511;empregado
MC14644;1;admpl;SP;primario;viuvo;6700;empresario
MC14645;0;inad;SP;superior;solt;4292;empregado
MC14646;1;admpl;SP;secundario;viuvo;5050;func_publico
MC14647;1;admpl;SP;secundario;solt;1333;empregado
MC14648;1;admpl;SP;posgrad;casado;3670;func_publico
MC14649;1;admpl;SP;superior;casado;2347;empregado
MC14650;1;admpl;SP;superior;casado;3350;empregado
MC14651;1;admpl;SP;secundario;solt;5826;empregado
MC14652;1;admpl;SP;secundario;solt;1742;vivederenda
MC14653;1;admpl;SP;superior;solt;2260;empregado
MC14654;1;admpl;SP;secundario;casado;2251;prof_liberal
MC14655;0;inad;SP;secundario;solt;2144;func_publico
MC14656;1;admpl;SP;secundario;solt;1340;empregado
MC14657;1;admpl;SP;secundario;casado;1340;empregado
MC14658;1;admpl;SP;secundario;solt;13400;outros
MC14659;1;admpl;SP;superior;casado;1602;empregado
MC14660;1;admpl;SP;primario;casado;655;func_publico
MC14661;1;admpl;SP;primario;solt;344;empregado
MC14662;1;admpl;SP;superior;solt;3350;autonomo
MC14663;1;admpl;SP;posgrad;casado;1339;empregado
MC14664;1;admpl;SP;secundario;casado;1876;outros
MC14665;1;admpl;SP;posgrad;casado;2654;func_publico
MC14666;0;inad;SP;primario;solt;1340;empregado
MC14667;0;inad;SP;secundario;casado;1340;outros
MC14668;1;admpl;SP;superior;solt;673;empregado
MC14669;1;admpl;SP;superior;solt;696;func_publico
MC14670;1;admpl;SP;posgrad;solt;3886;func_publico
MC14671;0;inad;SP;superior;solt;804;outros
MC14672;1;admpl;SP;superior;solt;268;empregado
MC14673;1;admpl;SP;superior;solt;1227;empregado
MC14674;1;admpl;SP;primario;solt;402;empregado
MC14675;1;admpl;SP;primario;casado;1206;empregado
MC14676;1;admpl;SP;secundario;viuvo;2953;empregado
MC14677;1;admpl;SP;superior;solt;1098;empregado
MC14678;0;inad;SP;primario;solt;4006;outros
MC14679;1;admpl;SP;primario;solt;1340;autonomo
MC14680;0;inad;SP;secundario;casado;4020;empregado
MC14681;1;admpl;SP;primario;casado;380;empregado
MC14682;1;admpl;SP;superior;solt;1491;func_publico
MC14683;1;admpl;SP;superior;viuvo;896;vivederenda
MC14684;1;admpl;SP;superior;viuvo;431;aposentado
MC14685;1;admpl;SP;secundario;casado;4818;empregado
MC14686;1;admpl;SP;secundario;solt;2902;empregado
MC14687;1;admpl;SP;secundario;solt;100128;empregado
MC14688;1;admpl;SP;posgrad;solt;1212;empregado
MC14689;1;admpl;SP;secundario;casado;671;empregado
MC14690;1;admpl;SP;superior;solt;2680;autonomo
MC14691;1;admpl;SP;secundario;solt;1672;empregado
MC14692;0;inad;SP;secundario;casado;6424;vivederenda
MC14693;1;admpl;MG;superior;solt;1298;empregado
MC14694;1;admpl;SP;superior;casado;2519;outros
MC14695;1;admpl;SP;secundario;solt;2680;func_publico
MC14696;1;admpl;SP;superior;solt;2280;empregado
MC14697;1;admpl;SP;superior;casado;833;empregado
MC14698;1;admpl;SP;secundario;casado;1340;empregado
MC14699;0;inad;SP;primario;viuvo;5360;empregado
MC14700;1;admpl;SP;superior;casado;657;outros
MC14701;0;inad;SP;superior;viuvo;4020;func_publico
MC14702;1;admpl;SP;primario;casado;1199;empregado
MC14703;1;admpl;SP;primario;casado;804;empregado
MC14704;1;admpl;SP;primario;solt;1436;empregado
MC14705;1;admpl;SP;superior;casado;495;empregado
MC14706;0;inad;SP;primario;viuvo;665;aposentado
MC14707;1;admpl;SP;superior;casado;2139;empregado
MC14708;1;admpl;SP;primario;solt;1196;empregado
MC14709;1;admpl;SP;secundario;casado;16214;empregado
MC14710;1;admpl;SP;primario;viuvo;335;empregado
MC14711;1;admpl;SP;posgrad;casado;1207;outros
MC14712;1;admpl;SP;posgrad;solt;6030;empregado
MC14713;1;admpl;SP;posgrad;solt;1206;outros
MC14714;1;admpl;SP;superior;solt;1340;empregado
MC14715;1;admpl;SP;superior;solt;1072;empregado
MC14716;1;admpl;SP;secundario;solt;9112;empregado
MC14717;1;admpl;SP;superior;solt;2086;empregado
MC14718;1;admpl;SP;secundario;viuvo;4616;empregado
MC14719;0;inad;SP;superior;casado;2680;empregado
MC14720;1;admpl;SP;primario;solt;10050;empregado
MC14721;1;admpl;SP;primario;viuvo;3350;empregado
MC14722;1;admpl;SP;superior;casado;2010;empregado
MC14723;1;admpl;SP;secundario;casado;4288;outros
MC14724;0;inad;SP;superior;solt;2680;outros
MC14725;1;admpl;SP;secundario;solt;3126;empregado
MC14726;1;admpl;SP;primario;solt;1005;outros
MC14727;1;admpl;SP;posgrad;casado;939;aposentado
MC14728;1;admpl;SP;secundario;solt;13400;empregado
MC14729;0;inad;SP;superior;casado;1874;aposentado
MC14730;1;admpl;SP;superior;solt;6030;empregado
MC14731;1;admpl;SP;primario;solt;2345;empregado
MC14732;1;admpl;SP;primario;solt;455;empregado
MC14733;0;inad;SP;secundario;solt;1340;autonomo
MC14734;0;inad;SP;superior;divorciado;2117;empregado
MC14735;1;admpl;SP;superior;casado;670;outros
MC14736;1;admpl;SP;primario;divorciado;2211;empregado
MC14737;1;admpl;SP;superior;casado;1969;outros
MC14738;1;admpl;SP;primario;viuvo;501;empregado
MC14739;1;admpl;SP;primario;viuvo;1335;empregado
MC14740;1;admpl;SP;secundario;solt;10050;outros
MC14741;1;admpl;SP;secundario;solt;1876;outros
MC14742;1;admpl;SP;secundario;solt;3414;empregado
MC14743;0;inad;SP;secundario;solt;1340;func_publico
MC14744;1;admpl;SP;superior;solt;1062;empregado
MC14745;0;inad;SP;superior;solt;1876;empregado
MC14746;1;admpl;SP;superior;solt;2149;empregado
MC14747;1;admpl;SP;superior;casado;1259;empregado
MC14748;1;admpl;SP;secundario;solt;1090;empregado
MC14749;1;admpl;SP;superior;casado;5184;empregado
MC14750;1;admpl;SP;primario;casado;529;empregado
MC14751;1;admpl;SP;superior;solt;1151;empregado
MC14752;1;admpl;SP;superior;solt;1340;empregado
MC14753;1;admpl;SP;secundario;casado;1608;empregado
MC14754;1;admpl;SP;superior;solt;2680;empregado
MC14755;1;admpl;SP;secundario;casado;4967;empregado
MC14756;1;admpl;SP;superior;solt;2010;outros
MC14757;1;admpl;SP;superior;solt;1742;outros
MC14758;1;admpl;SP;secundario;viuvo;1608;func_publico
MC14759;1;admpl;SP;superior;solt;1340;empregado
MC14760;1;admpl;SP;primario;viuvo;703;empregado
MC14761;1;admpl;SP;secundario;casado;1386;outros
MC14762;0;inad;SP;secundario;solt;1680;vivederenda
MC14763;1;admpl;SP;primario;solt;495;empregado
MC14764;1;admpl;SP;secundario;casado;5092;outros
MC14765;1;admpl;SP;posgrad;casado;1755;func_publico
MC14766;1;admpl;SP;secundario;solt;2948;empregado
MC14767;1;admpl;SP;secundario;casado;1340;empregado
MC14768;0;inad;SP;superior;divorciado;1437;empregado
MC14769;1;admpl;SP;superior;solt;862;empregado
MC14770;1;admpl;SP;superior;casado;597;empregado
MC14771;0;inad;SP;secundario;divorciado;6700;func_publico
MC14772;1;admpl;SP;superior;solt;1775;empregado
MC14773;1;admpl;SP;superior;solt;1041;func_publico
MC14774;1;admpl;SP;secundario;casado;2144;empregado
MC14775;1;admpl;SP;superior;casado;954;func_publico
MC14776;1;admpl;SP;secundario;casado;1340;outros
MC14777;1;admpl;SP;secundario;solt;6438;func_publico
MC14778;1;admpl;SP;primario;solt;3216;empregado
MC14779;1;admpl;SP;superior;casado;865;empregado
MC14780;1;admpl;SP;primario;casado;1323;empregado
MC14781;1;admpl;SP;superior;casado;1340;outros
MC14782;1;admpl;SP;superior;casado;1608;empregado
MC14783;1;admpl;SP;primario;solt;871;func_publico
MC14784;1;admpl;SP;superior;solt;2680;outros
MC14785;0;inad;SP;superior;casado;1005;aposentado
MC14786;1;admpl;SP;secundario;solt;1340;func_publico
MC14787;1;admpl;SP;superior;casado;1072;empregado
MC14788;0;inad;SP;primario;solt;4584;aposentado
MC14789;1;admpl;SP;superior;solt;1407;func_publico
MC14790;1;admpl;SP;superior;casado;2326;empregado
MC14791;1;admpl;SP;secundario;solt;5092;empregado
MC14792;1;admpl;SP;secundario;solt;7611;empregado
MC14793;1;admpl;SP;secundario;outros;620;func_publico
MC14794;1;admpl;SP;secundario;solt;15150;empregado
MC14795;1;admpl;SP;superior;solt;1343;empregado
MC14796;1;admpl;SP;primario;solt;670;func_publico
MC14797;1;admpl;SP;secundario;solt;4111;empregado
MC14798;1;admpl;SP;secundario;solt;1338;func_publico
MC14799;1;admpl;SP;secundario;solt;6700;func_publico
MC14800;1;admpl;SP;secundario;casado;2847;outros
MC14801;1;admpl;SP;posgrad;solt;2010;func_publico
MC14802;0;inad;SP;secundario;solt;18938;prof_liberal
MC14803;0;inad;SP;secundario;solt;1787;outros
MC14804;1;admpl;SP;secundario;solt;1742;empregado
MC14805;1;admpl;SP;posgrad;solt;3752;empregado
MC14806;1;admpl;SP;secundario;solt;1608;empregado
MC14807;0;inad;SP;primario;divorciado;4690;empregado
MC14808;1;admpl;SP;superior;solt;1147;outros
MC14809;1;admpl;SP;secundario;casado;4020;outros
MC14810;0;inad;SP;superior;solt;2010;empresario
MC14811;1;admpl;SP;secundario;casado;1042;func_publico
MC14812;1;admpl;SP;superior;solt;738;empregado
MC14813;1;admpl;SP;secundario;solt;536;empregado
MC14814;0;inad;SP;superior;casado;171;func_publico
MC14815;0;inad;SP;primario;solt;15182;outros
MC14816;1;admpl;SP;secundario;solt;331;empregado
MC14817;1;admpl;SP;primario;solt;269;outros
MC14818;1;admpl;SP;superior;solt;1645;empregado
MC14819;1;admpl;SP;secundario;solt;1969;func_publico
MC14820;1;admpl;SP;primario;casado;412;empregado
MC14821;1;admpl;SP;secundario;casado;2445;outros
MC14822;1;admpl;SP;secundario;solt;2144;outros
MC14823;0;inad;SP;primario;solt;2680;empresario
MC14824;1;admpl;SP;primario;casado;687;empregado
MC14825;1;admpl;SP;superior;casado;1188;empregado
MC14826;1;admpl;SP;primario;casado;938;outros
MC14827;1;admpl;SP;posgrad;casado;7775;empregado
MC14828;1;admpl;SP;superior;casado;1495;outros
MC14829;1;admpl;SP;primario;solt;1313;empregado
MC14830;1;admpl;SP;secundario;solt;5360;empregado
MC14831;1;admpl;SP;secundario;casado;1478;empregado
MC14832;0;inad;SP;primario;solt;268;func_publico
MC14833;1;admpl;SP;primario;casado;1644;empregado
MC14834;1;admpl;SP;primario;casado;670;outros
MC14835;1;admpl;SP;secundario;casado;4089;empregado
MC14836;1;admpl;SP;primario;solt;1608;func_publico
MC14837;1;admpl;SP;superior;solt;1152;empregado
MC14838;1;admpl;SP;secundario;casado;1608;empregado
MC14839;1;admpl;SP;superior;solt;1608;outros
MC14840;1;admpl;SP;secundario;solt;5240;empregado
MC14841;0;inad;SP;secundario;solt;2861;empregado
MC14842;0;inad;SP;secundario;solt;8040;empregado
MC14843;1;admpl;SP;superior;solt;8040;outros
MC14844;1;admpl;SP;posgrad;casado;1139;empregado
MC14845;1;admpl;SP;superior;solt;924;func_publico
MC14846;1;admpl;SP;superior;casado;1005;empregado
MC14847;1;admpl;SP;secundario;solt;4154;empregado
MC14848;1;admpl;SP;secundario;solt;3477;func_publico
MC14849;0;inad;SP;superior;casado;938;aposentado
MC14850;1;admpl;SP;posgrad;solt;670;func_publico
MC14851;1;admpl;SP;secundario;solt;1340;func_publico
MC14852;0;inad;SP;posgrad;solt;4632;outros
MC14853;1;admpl;SP;secundario;solt;509;empregado
MC14854;1;admpl;SP;secundario;casado;1963;empregado
MC14855;1;admpl;SP;secundario;casado;1625;func_publico
MC14856;1;admpl;SP;superior;solt;1082;outros
MC14857;1;admpl;SP;secundario;solt;3191;empregado
MC14858;1;admpl;SP;posgrad;solt;2139;empregado
MC14859;1;admpl;SP;superior;casado;1608;vivederenda
MC14860;0;inad;SP;primario;viuvo;5825;vivederenda
MC14861;0;inad;SP;superior;solt;4020;aposentado
MC14862;1;admpl;SP;secundario;solt;2509;outros
MC14863;0;inad;SP;primario;solt;193;func_publico
MC14864;0;inad;SP;superior;solt;3946;empregado
MC14865;1;admpl;SP;superior;solt;1129;empregado
MC14866;1;admpl;SP;posgrad;casado;2680;empregado
MC14867;1;admpl;SP;secundario;viuvo;2853;empregado
MC14868;1;admpl;SP;secundario;casado;1742;empregado
MC14869;1;admpl;SP;primario;solt;655;func_publico
MC14870;1;admpl;SP;secundario;solt;36180;empregado
MC14871;1;admpl;SP;superior;solt;1682;empregado
MC14872;1;admpl;SP;secundario;solt;536;empregado
MC14873;0;inad;SP;secundario;divorciado;1420;aposentado
MC14874;0;inad;SP;primario;solt;1340;aposentado
MC14875;1;admpl;SP;secundario;casado;3110;empregado
MC14876;0;inad;SP;secundario;solt;2074;func_publico
MC14877;0;inad;SP;primario;solt;1326;func_publico
MC14878;1;admpl;SP;primario;casado;3350;outros
MC14879;1;admpl;SP;secundario;viuvo;1005;empregado
MC14880;1;admpl;SP;secundario;casado;1340;empregado
MC14881;1;admpl;SP;secundario;solt;2010;outros
MC14882;1;admpl;SP;superior;solt;1601;empregado
MC14883;1;admpl;SP;superior;casado;1128;func_publico
MC14884;1;admpl;SP;superior;casado;2680;outros
MC14885;0;inad;SP;primario;casado;2680;empregado
MC14886;1;admpl;SP;secundario;solt;2931;empregado
MC14887;1;admpl;SP;superior;solt;655;autonomo
MC14888;1;admpl;SP;primario;casado;777;empregado
MC14889;1;admpl;SP;superior;solt;782;empregado
MC14890;1;admpl;SP;secundario;casado;1386;func_publico
MC14891;0;inad;SP;secundario;solt;1295;empregado
MC14892;1;admpl;SP;secundario;viuvo;1072;empregado
MC14893;1;admpl;SP;superior;solt;577;func_publico
MC14894;0;inad;SP;primario;divorciado;682;empregado
MC14895;1;admpl;MG;secundario;solt;4690;empresario
MC14896;0;inad;SP;superior;solt;4690;outros
MC14897;1;admpl;SP;secundario;solt;2043;empregado
MC14898;1;admpl;SP;superior;casado;549;empregado
MC14899;0;inad;SP;secundario;divorciado;1608;aposentado
MC14900;1;admpl;SP;superior;casado;1340;empregado
MC14901;0;inad;SP;primario;viuvo;1340;outros
MC14902;1;admpl;SP;superior;solt;596;empregado
MC14903;1;admpl;SP;primario;solt;782;empregado
MC14904;1;admpl;SP;posgrad;casado;4560;empregado
MC14905;1;admpl;SP;superior;solt;889;empregado
MC14906;1;admpl;SP;superior;casado;1234;empregado
MC14907;1;admpl;SP;superior;casado;1077;empregado
MC14908;0;inad;SP;superior;divorciado;1155;aposentado
MC14909;1;admpl;SP;primario;casado;1141;empregado
MC14910;1;admpl;SP;superior;casado;1066;func_publico
MC14911;1;admpl;SP;secundario;casado;3868;outros
MC14912;1;admpl;SP;superior;solt;2988;outros
MC14913;1;admpl;SP;primario;casado;1608;outros
MC14914;1;admpl;SP;secundario;casado;2010;outros
MC14915;1;admpl;SP;primario;casado;442;empregado
MC14916;1;admpl;SP;primario;solt;2680;empregado
MC14917;1;admpl;SP;posgrad;casado;804;empregado
MC14918;1;admpl;SP;superior;casado;670;empregado
MC14919;1;admpl;SP;superior;casado;562;empregado
MC14920;1;admpl;SP;posgrad;casado;2223;empregado
MC14921;1;admpl;SP;primario;solt;402;empregado
MC14922;1;admpl;SP;superior;casado;1768;func_publico
MC14923;0;inad;SP;secundario;solt;65;empregado
MC14924;0;inad;SP;superior;solt;4889;aposentado
MC14925;1;admpl;SP;primario;casado;402;outros
MC14926;1;admpl;SP;secundario;viuvo;1241;empregado
MC14927;1;admpl;SP;secundario;solt;3216;empregado
MC14928;0;inad;SP;superior;solt;670;aposentado
MC14929;1;admpl;SP;superior;casado;1747;empregado
MC14930;1;admpl;SP;secundario;casado;1305;outros
MC14931;1;admpl;SP;superior;solt;1029;empregado
MC14932;1;admpl;SP;primario;casado;1174;func_publico
MC14933;1;admpl;SP;secundario;casado;1742;empregado
MC14934;1;admpl;SP;secundario;casado;805;outros
MC14935;0;inad;SP;primario;solt;394;func_publico
MC14936;1;admpl;SP;superior;solt;2574;func_publico
MC14937;1;admpl;SP;secundario;casado;5520;outros
MC14938;1;admpl;SP;superior;solt;482;empregado
MC14939;1;admpl;SP;primario;solt;1145;empregado
MC14940;1;admpl;SP;primario;casado;2866;empregado
MC14941;0;inad;SP;primario;solt;1340;aposentado
MC14942;1;admpl;SP;secundario;casado;1003;empregado
MC14943;1;admpl;SP;superior;solt;1424;func_publico
MC14944;1;admpl;SP;primario;casado;1313;outros
MC14945;1;admpl;SP;superior;solt;1675;outros
MC14946;0;inad;SP;superior;divorciado;1427;aposentado
MC14947;1;admpl;SP;secundario;solt;1238;empregado
MC14948;1;admpl;SP;superior;solt;1863;outros
MC14949;1;admpl;SP;secundario;casado;1701;empregado
MC14950;1;admpl;SP;primario;divorciado;750;outros
MC14951;1;admpl;SP;primario;casado;505;empregado
MC14952;1;admpl;SP;superior;divorciado;2010;autonomo
MC14953;0;inad;SP;secundario;solt;15916;empregado
MC14954;1;admpl;SP;secundario;casado;2546;empregado
MC14955;0;inad;SP;secundario;solt;3348;empregado
MC14956;0;inad;SP;secundario;solt;6119;empregado
MC14957;0;inad;SP;superior;solt;732;func_publico
MC14958;1;admpl;SP;superior;solt;2814;vivederenda
MC14959;1;admpl;SP;superior;casado;1608;empregado
MC14960;1;admpl;SP;secundario;solt;7266;empregado
MC14961;1;admpl;SP;primario;casado;562;outros
MC14962;1;admpl;SP;posgrad;solt;1201;outros
MC14963;1;admpl;SP;superior;casado;729;empregado
MC14964;1;admpl;SP;secundario;solt;8176;empregado
MC14965;1;admpl;SP;secundario;solt;2010;outros
MC14966;1;admpl;SP;superior;casado;5494;outros
MC14967;1;admpl;SP;secundario;solt;634;empregado
MC14968;1;admpl;SP;primario;solt;1396;empregado
MC14969;1;admpl;SP;primario;solt;889;empregado
MC14970;1;admpl;SP;secundario;solt;6713;empregado
MC14971;1;admpl;SP;superior;casado;2680;autonomo
MC14972;1;admpl;SP;primario;casado;1059;empregado
MC14973;1;admpl;SP;posgrad;casado;938;empregado
MC14974;1;admpl;SP;primario;casado;816;empregado
MC14975;1;admpl;SP;secundario;solt;2680;empregado
MC14976;1;admpl;SP;superior;casado;1244;outros
MC14977;1;admpl;SP;superior;casado;52;empregado
MC14978;1;admpl;SP;superior;casado;1244;empregado
MC14979;0;inad;SP;primario;solt;1340;aposentado
MC14980;1;admpl;SP;primario;casado;586;empregado
MC14981;1;admpl;SP;superior;solt;1139;empregado
MC14982;1;admpl;SP;superior;casado;1646;empregado
MC14983;1;admpl;SP;superior;solt;1721;empregado
MC14984;1;admpl;SP;superior;solt;1352;func_publico
MC14985;1;admpl;SP;secundario;solt;5360;outros
MC14986;1;admpl;SP;superior;casado;908;func_publico
MC14987;1;admpl;SP;superior;solt;665;empregado
MC14988;1;admpl;SP;superior;solt;1742;outros
MC14989;0;inad;SP;primario;solt;348;aposentado
MC14990;1;admpl;SP;superior;solt;1072;empregado
MC14991;1;admpl;SP;secundario;solt;5360;prof_liberal
MC14992;1;admpl;SP;posgrad;casado;2010;empregado
MC14993;1;admpl;SP;superior;solt;1986;func_publico
MC14994;1;admpl;SP;secundario;viuvo;1325;empregado
MC14995;1;admpl;SP;superior;solt;642;empregado
MC14996;1;admpl;SP;superior;solt;4020;empregado
MC14997;1;admpl;SP;superior;solt;2680;outros
MC14998;0;inad;SP;superior;solt;4;func_publico
